congress,chamber,rollnumber,icpsr,cast_code,prob
71,Senate,5,9439,9,74.4
71,Senate,5,9456,6,66.4
71,Senate,5,9538,1,35.0
71,Senate,5,9548,6,56.7
71,Senate,5,9604,6,74.1
71,Senate,5,9713,2,49.7
71,Senate,5,9724,6,42.8
71,Senate,5,9782,9,72.4
71,Senate,5,9788,6,67.1
71,Senate,5,9842,1,24.7
71,Senate,5,9862,6,89.5
71,Senate,5,9875,5,86.8
71,Senate,5,9984,6,89.2
71,Senate,6,110,6,67.0
71,Senate,6,273,1,99.9
71,Senate,6,437,1,100.0
71,Senate,6,716,6,97.0
71,Senate,6,743,1,100.0
71,Senate,6,761,1,96.8
71,Senate,6,791,1,100.0
71,Senate,6,858,1,86.0
71,Senate,6,982,9,99.8
71,Senate,6,1070,1,92.0
71,Senate,6,1091,1,93.9
71,Senate,6,1322,6,78.4
71,Senate,6,1494,6,26.6
71,Senate,6,1498,1,100.0
71,Senate,6,1986,1,99.8
71,Senate,6,2062,1,97.6
71,Senate,6,2095,1,85.6
71,Senate,6,2289,9,17.0
71,Senate,6,2302,6,80.7
71,Senate,6,2494,6,86.2
71,Senate,6,2595,1,98.4
71,Senate,6,2844,6,98.6
71,Senate,6,3124,1,11.0
71,Senate,6,3216,1,100.0
71,Senate,6,3347,1,84.5
71,Senate,6,3536,9,99.0
71,Senate,6,3599,6,99.3
71,Senate,6,3625,9,99.9
71,Senate,6,3630,6,59.5
71,Senate,6,3645,6,94.2
71,Senate,6,3653,6,97.6
71,Senate,6,3721,6,97.3
71,Senate,6,3789,6,97.8
71,Senate,6,3919,6,93.2
71,Senate,6,4120,1,100.0
71,Senate,6,4126,1,100.0
71,Senate,6,4177,6,99.3
71,Senate,6,4190,6,81.4
71,Senate,6,4207,1,99.9
71,Senate,6,4227,1,99.9
71,Senate,6,4274,6,99.6
71,Senate,6,4280,1,100.0
71,Senate,6,4654,6,16.3
71,Senate,6,4962,9,28.1
71,Senate,6,5065,9,43.1
71,Senate,6,5106,6,94.9
71,Senate,6,5172,9,97.4
71,Senate,6,5227,6,92.7
71,Senate,6,5274,1,99.9
71,Senate,6,5402,1,96.1
71,Senate,6,6293,9,99.9
71,Senate,6,6349,1,89.6
71,Senate,6,6367,1,61.4
71,Senate,6,6441,9,98.0
71,Senate,6,6750,6,99.6
71,Senate,6,6954,6,23.7
71,Senate,6,6960,1,91.8
71,Senate,6,6991,1,81.8
71,Senate,6,7023,6,84.5
71,Senate,6,7120,1,100.0
71,Senate,6,7252,6,88.7
71,Senate,6,7422,6,98.3
71,Senate,6,7461,1,37.1
71,Senate,6,7473,1,99.9
71,Senate,6,7734,1,99.5
71,Senate,6,7782,9,99.5
71,Senate,6,7972,6,59.1
71,Senate,6,7986,1,100.0
71,Senate,6,8167,9,79.0
71,Senate,6,8254,1,64.1
71,Senate,6,8446,1,100.0
71,Senate,6,8476,9,14.3
71,Senate,6,8487,1,9.5
71,Senate,6,8514,1,100.0
71,Senate,6,8613,9,100.0
71,Senate,6,8713,6,95.4
71,Senate,6,8863,1,99.8
71,Senate,6,8880,6,72.0
71,Senate,6,8888,9,100.0
71,Senate,6,9106,1,100.0
71,Senate,6,9298,1,36.3
71,Senate,6,9303,1,99.7
71,Senate,6,9439,9,96.0
71,Senate,6,9456,1,100.0
71,Senate,6,9538,1,99.1
71,Senate,6,9548,1,100.0
71,Senate,6,9604,1,55.8
71,Senate,6,9713,2,100.0
71,Senate,6,9724,6,98.5
71,Senate,6,9782,9,99.4
71,Senate,6,9788,1,99.9
71,Senate,6,9842,6,95.2
71,Senate,6,9862,6,97.7
71,Senate,6,9875,6,93.8
71,Senate,6,9984,1,95.4
71,Senate,7,110,6,12.1
71,Senate,7,273,6,60.3
71,Senate,7,437,6,78.8
71,Senate,7,716,9,57.6
71,Senate,7,743,6,79.1
71,Senate,7,761,1,87.5
71,Senate,7,791,6,95.7
71,Senate,7,858,1,88.9
71,Senate,7,982,9,50.9
71,Senate,7,1070,1,91.2
71,Senate,7,1091,9,54.6
71,Senate,7,1322,6,18.4
71,Senate,7,1494,1,88.1
71,Senate,7,1498,9,83.2
71,Senate,7,1986,6,43.4
71,Senate,7,2062,9,42.2
71,Senate,7,2095,1,81.0
71,Senate,7,2289,1,91.3
71,Senate,7,2302,1,81.6
71,Senate,7,2494,1,83.4
71,Senate,7,2595,6,23.1
71,Senate,7,2844,1,66.4
71,Senate,7,3124,1,80.4
71,Senate,7,3216,1,16.9
71,Senate,7,3347,1,92.7
71,Senate,7,3536,1,64.7
71,Senate,7,3599,9,73.3
71,Senate,7,3625,9,78.6
71,Senate,7,3630,1,75.0
71,Senate,7,3645,1,74.3
71,Senate,7,3653,6,29.0
71,Senate,7,3721,6,27.0
71,Senate,7,3789,1,74.6
71,Senate,7,3919,6,28.5
71,Senate,7,4120,1,16.1
71,Senate,7,4126,1,11.4
71,Senate,7,4177,1,71.6
71,Senate,7,4190,1,85.6
71,Senate,7,4207,9,77.2
71,Senate,7,4227,6,55.3
71,Senate,7,4274,6,36.9
71,Senate,7,4280,6,85.1
71,Senate,7,4654,1,92.6
71,Senate,7,4962,1,90.8
71,Senate,7,5065,9,86.5
