congress,chamber,rollnumber,icpsr,cast_code,prob
118,Senate,1,14226,1,76.9
118,Senate,1,14435,1,98.2
118,Senate,1,14858,1,99.4
118,Senate,1,14871,1,99.6
118,Senate,1,14921,1,57.8
118,Senate,1,15015,1,99.4
118,Senate,1,15021,1,99.0
118,Senate,1,15408,1,98.9
118,Senate,1,20101,6,79.5
118,Senate,1,20146,1,74.5
118,Senate,1,20330,1,98.2
118,Senate,1,20351,6,96.3
118,Senate,1,20707,1,99.0
118,Senate,1,20713,1,95.1
118,Senate,1,20735,1,98.6
118,Senate,1,20750,1,98.9
118,Senate,1,20919,6,48.8
118,Senate,1,20923,1,99.0
118,Senate,1,20930,1,97.3
118,Senate,1,20932,1,96.4
118,Senate,1,20953,6,74.9
118,Senate,1,21133,1,54.8
118,Senate,1,21166,6,95.7
118,Senate,1,21173,6,90.7
118,Senate,1,21301,6,94.8
118,Senate,1,21325,1,95.8
118,Senate,1,21338,6,81.0
118,Senate,1,21350,6,78.2
118,Senate,1,21355,6,92.5
118,Senate,1,21708,6,88.1
118,Senate,1,21734,6,93.8
118,Senate,1,21743,1,91.7
118,Senate,1,29142,1,98.2
118,Senate,1,29147,1,97.4
118,Senate,1,29345,6,88.9
118,Senate,1,29373,1,97.8
118,Senate,1,29389,1,96.9
118,Senate,1,29534,1,29.1
118,Senate,1,29566,1,90.3
118,Senate,1,29722,1,32.2
118,Senate,1,29732,1,97.1
118,Senate,1,29754,6,69.5
118,Senate,1,29940,1,96.1
118,Senate,1,39310,1,99.6
118,Senate,1,40300,9,1.3
118,Senate,1,40305,1,53.6
118,Senate,1,40700,1,99.5
118,Senate,1,40702,1,95.6
118,Senate,1,40703,1,94.7
118,Senate,1,40704,1,97.6
118,Senate,1,40707,6,90.6
118,Senate,1,40902,9,96.9
118,Senate,1,40906,1,98.8
118,Senate,1,40908,1,99.6
118,Senate,1,40909,1,98.3
118,Senate,1,40910,6,1.0
118,Senate,1,40915,1,86.2
118,Senate,1,40916,1,99.2
118,Senate,1,41101,1,97.4
118,Senate,1,41102,6,76.5
118,Senate,1,41104,6,96.7
118,Senate,1,41107,6,79.8
118,Senate,1,41110,9,96.9
118,Senate,1,41111,6,80.8
118,Senate,1,41112,1,96.7
118,Senate,1,41300,9,99.3
118,Senate,1,41301,1,90.0
118,Senate,1,41302,6,83.7
118,Senate,1,41304,6,98.3
118,Senate,1,41305,1,98.2
118,Senate,1,41308,1,95.4
118,Senate,1,41500,6,69.9
118,Senate,1,41502,1,30.7
118,Senate,1,41504,1,72.9
118,Senate,1,41505,1,61.2
118,Senate,1,41700,1,90.9
118,Senate,1,41702,1,97.5
118,Senate,1,41703,6,74.4
118,Senate,1,41706,1,97.0
118,Senate,1,41707,6,85.4
118,Senate,1,41900,6,100.0
118,Senate,1,41901,6,94.3
118,Senate,1,41902,1,53.9
118,Senate,1,41903,6,98.4
118,Senate,1,41905,1,92.4
118,Senate,1,42100,6,91.6
118,Senate,1,42101,6,1.7
118,Senate,1,42102,6,99.4
118,Senate,1,42103,1,85.7
118,Senate,1,42104,9,99.0
118,Senate,1,42105,1,89.0
118,Senate,1,42300,6,99.8
118,Senate,1,42301,1,98.5
118,Senate,1,42302,6,92.0
118,Senate,1,42303,6,97.9
